99.99999999999999	0
100.19428038815389	1/200
100.39012192442043	1/100
100.58752510873305	3/200
100.78649036453248	1/50
100.98701803944901	1/40
101.18910840599396	3/100
101.39276166226067	7/200
101.59797793263407	1/25
101.80475726850881	9/200
102.01309964901564	1/20
102.22300498175544	11/200
102.43447310354067	3/50
102.64750378114412	13/200
102.86209671205422	7/100
103.07825152523688	3/40
103.29596778190327	2/25
103.51524497628357	17/200
103.73608253640579	9/100
103.95847982488007	19/200
104.18243613968718	1/10
104.40795071497188	21/200
104.63502272184012	11/100
104.86365126915999	23/200
105.0938354043661	3/25
105.32557411426723	1/8
105.5588663258563	13/100
105.79371090712338	27/200
106.0301066678705	7/50
106.26805236052836	29/200
106.50754668097466	3/20
106.7485882693537	31/200
106.99117571089681	4/25
107.23530753674366	33/200
107.4809822247638	17/100
107.72819820037833	7/40
107.97695383738142	9/50
108.2272474587615	37/200
108.47907733752163	19/100
108.73244169749891	39/200
108.98733871418274	1/5
109.24376651553168	41/200
109.50172318278831	21/100
109.76120675129259	43/200
110.02221521129266	11/50
110.2847465087534	9/40
110.5487985461624	23/100
110.81436918333289	47/200
111.08145623820386	6/25
111.3500574876367	49/200
111.6201706682085	1/4
111.89179347700167	51/200
112.1649235723896	13/50
112.4395585748183	53/200
112.71569606758412	27/100
112.99333359760654	11/40
113.27246867619685	7/25
113.55309877982192	57/200
113.8352213508631	29/100
114.11883379837	59/200
114.40393349880937	3/10
114.69051779680827	61/200
114.97858400589216	31/100
115.26812940921698	63/200
115.5591512602961	8/25
115.85164678372077	13/40
116.14561317587504	33/100
116.44104760564461	67/200
116.73794721511939	17/50
117.03630912028966	69/200
117.33613041173633	7/20
117.63740815531426	71/200
117.94013939282927	9/25
118.24432114270857	73/200
118.54995040066443	37/100
118.85702414035107	3/8
119.16553931401474	19/50
119.47549285313703	77/200
119.78688166907091	39/100
120.09970265367019	79/200
120.41395267991163	2/5
120.72962860250998	81/200
121.04672725852608	41/100
121.36524546796747	83/200
121.68518003438216	21/50
122.00652774544484	17/40
122.32928537353594	43/100
122.65344967631361	87/200
122.97901739727799	11/25
123.30598526632839	89/200
123.6343500003134	9/20
123.96410830357308	91/200
124.29525686847425	23/50
124.62779237593834	93/200
124.96171149596181	47/100
125.29701088812932	19/40
125.63368720211946	12/25
125.97173707820336	97/200
126.31115714773576	49/100
126.6519440336389	99/200
126.99409435087917	1/2
127.3376047069364	101/200
127.68247170226616	51/100
128.0286919307543	103/200
128.37626198016514	13/25
128.7251784325817	21/40
129.07543786483933	53/100
129.4270368489521	107/200
129.779971952532	27/50
130.1342397392016	109/200
130.489836768999	11/20
130.84675959877646	111/200
131.20500478259203	14/25
131.56456887209413	113/200
131.92544841689946	57/100
132.2876399649642	23/40
132.65114006294857	29/50
133.01594525657438	117/200
133.3820520909766	59/100
133.74945711104775	119/200
134.11815686177616	3/5
134.48814788857788	121/200
134.85942673762185	61/100
135.23198995614905	123/200
135.60583409278524	31/50
135.9809556978476	5/8
136.35735132364516	63/100
136.73501752477307	127/200
137.11395085840095	16/25
137.49414788455542	129/200
137.87560516639627	13/20
138.25831927048728	131/200
138.64228676706108	33/50
139.0275042302781	133/200
139.41396823848032	67/100
139.80167537443887	27/40
140.1906222255968	17/25
140.58080538430553	137/200
140.9722214480569	69/100
141.36486701970895	139/200
141.75873870770718	7/10
142.15383312630016	141/200
142.55014689575032	71/100
142.94767664253936	143/200
143.34641899956898	18/25
143.74637060635652	29/40
144.14752810922565	73/100
144.54988816149253	147/200
144.953447423647	37/50
145.35820256352923	149/200
145.76415025650167	3/4
146.17128718561656	151/200
146.57961004177898	19/25
146.98911552390538	153/200
147.39980033907779	77/100
147.811661202694	31/40
148.22469483861315	39/50
148.63889797929744	157/200
149.05426736594964	79/100
149.47079974864653	159/200
149.8884918864687	4/5
150.30734054762593	161/200
150.7273425095792	81/100
151.1484945591586	163/200
151.57079349267786	41/50
151.99423611604485	33/40
152.41881924486884	83/100
152.84453970456383	167/200
153.271394330449	21/25
153.699379967845	169/200
154.12849347216755	17/20
154.5587317090173	171/200
154.9900915542668	43/50
155.42256989414375	173/200
155.8561636253119	87/100
156.29086965494815	7/8
156.72668490081705	22/25
157.16360629134212	177/200
157.60163076567449	89/100
158.0407552737584	179/200
158.4809767763942	9/10
158.92229224529828	181/200
159.36469866316068	91/100
159.8081930236995	183/200
160.25277233171352	23/25
160.6984336031313	37/40
161.1451738650587	93/100
161.59299015582326	187/200
162.04187952501658	47/50
162.4918390335342	189/200
162.94286575361315	19/20
163.39495676886725	191/200
163.84810917432034	24/25
164.3023200764371	193/200
164.75758659315204	97/100
165.21390585389597	39/40
165.67127499962083	49/50
166.12969118282257	197/200
166.58915156756154	99/100
167.04965332948163	199/200
167.51119365582704	1
167.97376974545753	201/200
168.43737880886175	101/100
168.90201806816873	203/200
169.36768475715783	51/50
169.834376121267	41/40
170.30208941759932	103/100
170.77082191492784	207/200
171.2405708936991	26/25
171.71133364603511	209/200
172.18310747573352	21/20
172.65588969826658	211/200
173.12967764077882	53/50
173.60446864208302	213/200
174.080260052655	107/100
174.55704923462702	43/40
175.03483356177992	27/25
175.5136104195341	217/200
175.99337720493915	109/100
176.47413132666213	219/200
176.9558702049751	11/10
177.43859127174107	221/200
177.92229197039924	111/100
178.4069697559487	223/200
178.89262209493154	28/25
179.3792464654147	9/8
179.86684035697073	113/100
180.3554012706578	227/200
180.84492671899866	57/50
181.3354142259586	229/200
181.82686132692274	23/20
182.3192655686721	231/200
182.8126245093593	29/25
183.3069357184828	233/200
183.80219677686117	117/100
184.29840527660568	47/40
184.79555882109287	59/50
185.29365502493602	237/200
185.79269151395593	119/100
186.2926659251512	239/200
186.7935759066676	6/5
187.29541911776698	241/200
187.79819322879544	121/100
188.30189592115102	243/200
188.80652488725062	61/50
189.31207783049658	49/40
189.81855246524245	123/100
190.32594651675842	247/200
190.83425772119634	31/25
191.34348382555388	249/200
191.8536225876384	5/4
192.36467177603063	251/200
192.87662917004744	63/50
193.38949255970448	253/200
193.9032597456783	127/100
194.4179285392682	51/40
194.93349676235738	32/25
195.44996224737417	257/200
195.96732283725262	129/100
196.4855763853927	259/200
197.00472075562044	13/10
197.52475382214755	261/200
198.04567346953073	131/100
198.56747759263095	263/200
199.09016409657204	33/25
199.61373089669956	53/40
200.13817591853885	133/100
200.66349709775315	267/200
201.18969238010177	67/50
201.71675972139747	269/200
202.24469708746383	27/20
202.77350245409284	271/200
203.3031738070018	34/25
203.83370914179042	273/200
204.3651064638971	137/100
204.89736378855628	11/8
205.43047914075456	69/50
205.9644505551868	277/200
206.4992760762129	139/100
207.03495375781353	279/200
207.57148166354645	7/5
208.10885786650215	281/200
208.64708044926005	141/100
209.186147503844	283/200
209.7260571316783	71/50
210.266807443543	57/40
210.80839655952983	143/100
211.35082260899762	287/200
211.89408373052794	36/25
212.43817807188046	289/200
212.98310378994853	29/20
213.52885905071471	291/200
214.0754420292061	73/50
214.62285090944994	293/200
215.171083884429	147/100
215.72013915603708	59/40
216.2700149350344	37/25
216.8207094410033	297/200
217.37222090230387	149/100
217.92454755602913	299/200
218.47768764796092	3/2
219.03163943252582	301/200
219.58640117275021	151/100
220.14197114021667	303/200
220.69834761501951	38/25
221.25552888572068	61/40
221.81351324930586	153/100
222.37229901114034	307/200
222.93188448492506	77/50
223.49226799265338	309/200
224.05344786456644	31/20
224.61542243911035	311/200
225.17819006289218	39/25
225.74174909063674	313/200
226.30609788514317	157/100
226.87123481724163	63/40
227.43715826575038	79/50
228.0038666174326	317/200
228.57135826695347	159/100
229.1396316168375	319/200
229.7086850774258	8/5
230.27851706683361	321/200
230.8491260109078	161/100
231.42051034318456	323/200
231.99266850484733	81/50
232.56559894468484	13/8
233.13930011904895	163/100
233.7137704918133	327/200
234.28900853433132	41/25
234.86501272539508	329/200
235.44178155119363	33/20
236.01931350527227	331/200
236.59760708849103	83/50
237.1766608089843	333/200
237.7564731821197	167/100
238.3370427304576	67/40
238.91836798371108	42/25
239.50044747870513	337/200
240.08327975933682	169/100
240.6668633765355	339/200
241.25119688822272	17/10
241.83627885927288	341/200
242.42210786147376	171/100
243.0086824734869	343/200
243.5960012808092	43/25
